metier;sexe;annee_naissance;random_id_client;enfant_conduite_accompagne;nombre_enfants;tranches_salaires;Tranche_valeur_residence_principale;usage_vehicule;type_vehicule;points_perdus;age_vehicule;type_conduite;date_demande.1;etat_dossier;formule;Tranche_tarif_devis
hydraulicien;F;1953;27004051610;FAUX;VRAI;0 - 20K;0 - 100K;Private;Sports Car;0;13.0;Highly Urban/ Urban;25/02/2022;complet;dev_express;200 - 300€
puériculteur;F;1952;50765285925;FAUX;VRAI;20 - 40K;0 - 0K;Private;Minivan;8;9.0;Highly Urban/ Urban;28/05/2022;complet;dev_vip;+ 500€
chef de mission humanitaire;M;2014;56468126156;FAUX;VRAI;0 - 20K;0 - 100K;Private;z_SUV;0;1.0;z_Highly Rural/ Rural;18/03/2022;complet;dev_express;200 - 300€
contrôleur aérien aérienne;M;1967;24942730968;FAUX;FAUX;20 - 40K;100 - 200K;Private;Minivan;3;5.0;Highly Urban/ Urban;25/02/2022;complet;dev_express;200 - 300€
oenologue;F;2018;9483114899;VRAI;VRAI;40 - 60K;100 - 200K;Private;z_SUV;0;9.0;Highly Urban/ Urban;08/04/2022;complet;dev_integral;200 - 300€
secrétaire de rédaction;M;1947;51601074615;FAUX;VRAI;40 - 60K;0 - 0K;Commercial;Panel Truck;3;8.0;Highly Urban/ Urban;10/03/2022;incomplet;dev_express;200 - 300€
modéliste;F;1932;20074626041;FAUX;VRAI;+ 80K;0 - 0K;Private;Minivan;0;16.0;Highly Urban/ Urban;01/05/2022;complet;dev_integral;300 - 400€
sous-officier de l'armée de l'air;M;2011;16576846028;FAUX;FAUX;40 - 60K;200 - 300K;Commercial;Van;2;15.0;Highly Urban/ Urban;27/03/2022;complet;dev_integral;300 - 400€
accessoiriste;M;1987;34147356250;VRAI;VRAI;+ 80K;300 - 400K;Commercial;Van;4;9.0;Highly Urban/ Urban;11/05/2022;complet;dev_express;200 - 300€
agent de propreté et d'hygiène;M;1971;35533125771;FAUX;VRAI;40 - 60K;100 - 200K;Commercial;z_SUV;4;1.0;Highly Urban/ Urban;31/05/2022;complet;dev_express;200 - 300€
chargé de projet événementiel;M;1934;58875115172;FAUX;FAUX;0 - 20K;0 - 0K;Private;z_SUV;0;1.0;z_Highly Rural/ Rural;09/03/2022;incomplet;dev_express;200 - 300€
technicien logistique;F;1977;24908360931;FAUX;VRAI;Inconnu;0 - 100K;Private;Sports Car;6;7.0;Highly Urban/ Urban;24/04/2022;complet;dev_premium;+ 500€
prototypiste en matériaux souples;M;1972;20025135425;FAUX;FAUX;+ 80K;200 - 300K;Commercial;Sports Car;2;9.0;Highly Urban/ Urban;06/03/2022;complet;dev_integral;300 - 400€
formulateur;F;1971;34026393860;FAUX;FAUX;+ 80K;300 - 400K;Private;Minivan;0;9.0;Highly Urban/ Urban;18/02/2022;complet;dev_integral;200 - 300€
infirmier;F;2017;21601596722;FAUX;VRAI;+ 80K;400 - 500K;Private;Pickup;0;12.0;Highly Urban/ Urban;05/01/2022;complet;dev_integral;300 - 400€
affûteur;M;1941;2210220417;FAUX;FAUX;40 - 60K;0 - 0K;Private;z_SUV;5;15.0;Highly Urban/ Urban;19/02/2022;complet;dev_premium;+ 500€
conducteur d'engins forestiers de récolte en entreprises de travaux forestiers;M;1936;26203481613;FAUX;VRAI;0 - 20K;0 - 0K;Commercial;z_SUV;7;;Highly Urban/ Urban;21/05/2022;complet;dev_express;200 - 300€
agent de propreté et d'hygiène;M;1972;2233062680;FAUX;FAUX;20 - 40K;100 - 200K;Private;z_SUV;2;11.0;Highly Urban/ Urban;13/05/2022;complet;dev_express;200 - 300€
responsable du service après-vente;F;1937;10570174854;FAUX;FAUX;+ 80K;200 - 300K;Commercial;Panel Truck;2;20.0;Highly Urban/ Urban;21/02/2022;incomplet;dev_integral;200 - 300€
technicien biologiste;M;1961;43466386662;FAUX;FAUX;+ 80K;200 - 300K;Private;z_SUV;0;7.0;Highly Urban/ Urban;20/02/2022;complet;dev_integral;300 - 400€
psychologue de l'éducation nationale spécialité éducation, développement et conseil en orientation scolaire et professionnelle;M;1982;23081384513;VRAI;VRAI;20 - 40K;0 - 0K;Private;z_SUV;1;10.0;z_Highly Rural/ Rural;16/04/2022;complet;dev_integral;200 - 300€
tonnelier;F;1951;58635488973;FAUX;FAUX;+ 80K;200 - 300K;Private;z_SUV;0;19.0;Highly Urban/ Urban;03/03/2022;complet;dev_integral;200 - 300€
technico-commercial en agroalimentaire;F;1947;43273137649;FAUX;FAUX;+ 80K;200 - 300K;Private;Minivan;0;15.0;z_Highly Rural/ Rural;26/02/2022;complet;dev_express;200 - 300€
agent de sûreté ferroviaire;M;1946;27334345941;FAUX;FAUX;40 - 60K;200 - 300K;Private;Minivan;0;10.0;Highly Urban/ Urban;19/02/2022;complet;dev_integral;300 - 400€
chargé de pharmacovigilance;F;1959;51084536105;FAUX;FAUX;60 - 80K;0 - 0K;Private;z_SUV;2;5.0;Highly Urban/ Urban;05/03/2022;complet;dev_express;200 - 300€
professeur dans l'enseignement agricole;F;1962;39929310230;FAUX;VRAI;Inconnu;300 - 400K;Private;Minivan;3;1.0;Highly Urban/ Urban;11/01/2022;complet;dev_express;200 - 300€
animateur socioculturel socioculturelle;M;1966;3249997418;FAUX;VRAI;0 - 20K;0 - 0K;Commercial;Minivan;7;8.0;Highly Urban/ Urban;20/05/2022;incomplet;dev_integral;200 - 300€
éducateur sportif sportive des activités aquatiques et de la natation;M;1992;34056895916;FAUX;FAUX;20 - 40K;100 - 200K;Private;Minivan;1;4.0;Highly Urban/ Urban;25/03/2022;complet;dev_express;200 - 300€
anatomiste;F;1948;19190776423;FAUX;VRAI;20 - 40K;0 - 0K;Commercial;Pickup;0;9.0;z_Highly Rural/ Rural;22/02/2022;complet;dev_integral;200 - 300€
responsable des ressources humaines;M;1941;31222861950;VRAI;VRAI;+ 80K;400 - 500K;Commercial;Van;0;12.0;Highly Urban/ Urban;14/01/2022;complet;dev_integral;300 - 400€
géotechnicien;M;1953;34636681954;FAUX;FAUX;+ 80K;0 - 0K;Commercial;Panel Truck;0;13.0;Highly Urban/ Urban;18/03/2022;incomplet;dev_vip;+ 500€
ingénieur de la police technique et scientifique;F;1955;36678328220;FAUX;VRAI;0 - 20K;100 - 200K;Private;Sports Car;5;4.0;Highly Urban/ Urban;08/04/2022;complet;dev_express;200 - 300€
enseignant spécialisé spécialisée;M;1951;14778171851;FAUX;FAUX;60 - 80K;200 - 300K;Private;Pickup;0;15.0;Highly Urban/ Urban;17/04/2022;complet;dev_integral;300 - 400€
animalier de laboratoire;M;1939;17853066709;FAUX;FAUX;+ 80K;300 - 400K;Commercial;Minivan;0;9.0;z_Highly Rural/ Rural;14/05/2022;complet;dev_integral;300 - 400€
chef de projet web/mobile;F;1965;22371827385;FAUX;FAUX;0 - 20K;0 - 100K;Private;z_SUV;0;9.0;Highly Urban/ Urban;15/05/2022;incomplet;dev_express;200 - 300€
chargé d'affaires en génie climatique;M;1958;5674229302;FAUX;FAUX;+ 80K;200 - 300K;Commercial;z_SUV;6;1.0;Highly Urban/ Urban;02/02/2022;complet;dev_integral;200 - 300€
rudologue;M;1954;49787239798;VRAI;VRAI;+ 80K;200 - 300K;Private;Sports Car;0;8.0;Highly Urban/ Urban;21/05/2022;complet;dev_integral;200 - 300€
technicien plasturgiste;F;1968;31284850772;VRAI;VRAI;60 - 80K;200 - 300K;Commercial;Van;0;9.0;z_Highly Rural/ Rural;24/03/2022;incomplet;dev_express;200 - 300€
assistant dentaire;M;1991;20811273786;FAUX;FAUX;+ 80K;300 - 400K;Private;z_SUV;2;12.0;Highly Urban/ Urban;09/03/2022;complet;dev_premium;400 - 500€
nivoculteur;F;1975;47425658598;VRAI;VRAI;+ 80K;300 - 400K;Private;Minivan;1;12.0;z_Highly Rural/ Rural;27/02/2022;complet;dev_integral;300 - 400€
directeur de magasin à grande surface;F;1952;6410990268;FAUX;VRAI;40 - 60K;100 - 200K;Private;Minivan;0;14.0;Highly Urban/ Urban;03/04/2022;complet;dev_integral;300 - 400€
ingénieur d'études en sûreté nucléaire;F;1954;36342680406;FAUX;FAUX;60 - 80K;0 - 0K;Private;Minivan;5;1.0;Highly Urban/ Urban;12/04/2022;incomplet;dev_express;200 - 300€
architecte;F;1969;46711128183;FAUX;FAUX;0 - 20K;0 - 0K;Private;Sports Car;1;8.0;z_Highly Rural/ Rural;02/04/2022;complet;dev_express;200 - 300€
administrateur réseaux;F;2019;28453306311;FAUX;FAUX;0 - 20K;100 - 200K;Private;Sports Car;0;15.0;Highly Urban/ Urban;14/01/2022;incomplet;dev_integral;300 - 400€
sérigraphe;F;1972;10238648544;VRAI;VRAI;0 - 20K;0 - 0K;Private;Minivan;1;1.0;Highly Urban/ Urban;08/04/2022;complet;dev_express;200 - 300€
technicien réalisateur réalisatrice radio;F;1932;10104110136;FAUX;VRAI;60 - 80K;200 - 300K;Private;Sports Car;0;17.0;Highly Urban/ Urban;31/05/2022;complet;dev_integral;200 - 300€
webmestre;F;2000;43289409377;FAUX;VRAI;40 - 60K;0 - 0K;Commercial;Pickup;0;4.0;Highly Urban/ Urban;16/05/2022;complet;dev_integral;200 - 300€
chargé hygiène sécurité environnement (HSE);F;1967;19137901272;FAUX;FAUX;+ 80K;300 - 400K;Commercial;Panel Truck;1;;Highly Urban/ Urban;22/04/2022;complet;dev_integral;200 - 300€
pilote de ligne automatisée (chimie - agroalimentaire - industrie pharmaceutique);F;1950;24801892540;FAUX;FAUX;20 - 40K;100 - 200K;Commercial;z_SUV;2;11.0;Highly Urban/ Urban;30/05/2022;complet;dev_integral;300 - 400€
médiateur familial familiale;M;1984;34887436497;FAUX;VRAI;60 - 80K;200 - 300K;Private;Pickup;1;11.0;Highly Urban/ Urban;01/02/2022;complet;dev_express;200 - 300€
chargé de production;F;1994;41741403898;FAUX;FAUX;0 - 20K;100 - 200K;Commercial;Minivan;2;1.0;Highly Urban/ Urban;31/05/2022;complet;dev_integral;300 - 400€
mécanicien et technicien;M;1967;48879245551;FAUX;FAUX;+ 80K;200 - 300K;Commercial;Minivan;0;11.0;z_Highly Rural/ Rural;16/02/2022;complet;dev_integral;300 - 400€
développeur d'applications mobiles;F;1973;40184763592;FAUX;VRAI;60 - 80K;100 - 200K;Private;Minivan;0;20.0;Highly Urban/ Urban;21/05/2022;complet;dev_integral;300 - 400€
courtier;F;1966;12361336207;FAUX;FAUX;+ 80K;200 - 300K;Commercial;Pickup;0;13.0;Highly Urban/ Urban;15/05/2022;incomplet;dev_premium;400 - 500€
enseignant de la conduite automobile et de la sécurité routière;F;1950;43891917790;FAUX;FAUX;+ 80K;300 - 400K;Private;Van;0;20.0;Highly Urban/ Urban;20/04/2022;incomplet;dev_integral;200 - 300€
statisticien industriel industrielle;M;1970;3885666250;FAUX;FAUX;0 - 20K;0 - 0K;Private;z_SUV;2;1.0;Highly Urban/ Urban;26/04/2022;complet;dev_express;200 - 300€
aérodynamicien;M;2017;3868104428;FAUX;FAUX;60 - 80K;0 - 0K;Private;Minivan;2;8.0;z_Highly Rural/ Rural;18/01/2022;incomplet;dev_premium;+ 500€
administrateur de biens;M;1947;24222352296;FAUX;FAUX;+ 80K;300 - 400K;Commercial;Pickup;6;;Highly Urban/ Urban;14/01/2022;complet;dev_integral;200 - 300€
technico-commercial en agroalimentaire;M;1946;30606463580;FAUX;VRAI;+ 80K;Inconnu;Commercial;z_SUV;3;8.0;Highly Urban/ Urban;20/01/2022;incomplet;dev_integral;200 - 300€
testeur;F;1965;28643674354;FAUX;FAUX;0 - 20K;0 - 0K;Commercial;Van;0;12.0;Highly Urban/ Urban;16/02/2022;complet;dev_express;200 - 300€
auteur-compositeur interprète interprète;M;1993;52947620995;FAUX;FAUX;Inconnu;0 - 0K;Private;Sports Car;0;16.0;Highly Urban/ Urban;01/01/2022;complet;dev_express;200 - 300€
artiste de cirque;M;1960;42864652034;FAUX;VRAI;0 - 20K;100 - 200K;Private;z_SUV;0;1.0;z_Highly Rural/ Rural;14/01/2022;complet;dev_integral;200 - 300€
guichetier;F;1960;826502149;VRAI;VRAI;0 - 20K;0 - 0K;Private;z_SUV;1;11.0;Highly Urban/ Urban;10/04/2022;incomplet;dev_express;200 - 300€
commercial export;F;1968;48936379440;FAUX;VRAI;40 - 60K;100 - 200K;Commercial;Van;0;6.0;Highly Urban/ Urban;10/05/2022;complet;dev_premium;+ 500€
responsable de formation;M;2022;50527255735;FAUX;VRAI;60 - 80K;200 - 300K;Commercial;Panel Truck;0;10.0;Highly Urban/ Urban;28/04/2022;incomplet;dev_premium;300 - 400€
conseiller en assurances;M;1950;53124629432;FAUX;FAUX;40 - 60K;0 - 0K;Commercial;z_SUV;2;1.0;Highly Urban/ Urban;22/04/2022;incomplet;dev_premium;+ 500€
animateur nature nature;F;1941;23259671008;FAUX;FAUX;60 - 80K;200 - 300K;Commercial;Pickup;1;;Highly Urban/ Urban;02/05/2022;complet;dev_express;200 - 300€
responsable de site de traitement des déchets;F;1998;10747987756;VRAI;VRAI;20 - 40K;200 - 300K;Commercial;Van;1;6.0;z_Highly Rural/ Rural;10/02/2022;complet;dev_express;200 - 300€
militaire du rang de l'armée de terre;M;1960;5746239156;VRAI;VRAI;0 - 20K;Inconnu;Commercial;Pickup;6;1.0;Highly Urban/ Urban;21/02/2022;incomplet;dev_premium;+ 500€
hydrogéologue;M;1970;47809430647;FAUX;FAUX;+ 80K;400 - 500K;Commercial;Panel Truck;0;13.0;z_Highly Rural/ Rural;08/01/2022;complet;dev_integral;300 - 400€
éducateur de jeunes enfants;F;1938;20225383549;FAUX;FAUX;+ 80K;0 - 0K;Private;Van;0;10.0;Highly Urban/ Urban;12/01/2022;complet;dev_premium;300 - 400€
ascensoriste;M;1958;27541873367;FAUX;FAUX;+ 80K;300 - 400K;Private;z_SUV;0;13.0;Highly Urban/ Urban;19/04/2022;incomplet;dev_integral;300 - 400€
conducteur de travaux  agricoles;F;1955;21595724216;FAUX;FAUX;0 - 20K;100 - 200K;Private;Pickup;1;1.0;Highly Urban/ Urban;27/05/2022;complet;dev_express;200 - 300€
convoyeur de fonds;M;2000;3559466932;VRAI;VRAI;40 - 60K;200 - 300K;Commercial;z_SUV;6;5.0;Highly Urban/ Urban;10/04/2022;complet;dev_premium;400 - 500€
animateur de bassin versant;F;1957;55811038377;FAUX;FAUX;20 - 40K;Inconnu;Private;z_SUV;0;1.0;Highly Urban/ Urban;23/03/2022;complet;dev_integral;300 - 400€
étanchéiste;F;1980;21649393625;FAUX;FAUX;+ 80K;200 - 300K;Private;z_SUV;6;17.0;Highly Urban/ Urban;16/01/2022;incomplet;dev_express;200 - 300€
agriculteur;F;2003;54842029929;FAUX;VRAI;0 - 20K;0 - 100K;Private;z_SUV;0;9.0;Highly Urban/ Urban;24/05/2022;complet;dev_integral;300 - 400€
chercheur en physique;F;1953;58749919060;FAUX;FAUX;0 - 20K;100 - 200K;Private;z_SUV;0;1.0;Highly Urban/ Urban;05/01/2022;complet;dev_premium;400 - 500€
brodeur;F;2012;22910140199;FAUX;FAUX;+ 80K;0 - 0K;Private;Minivan;0;11.0;Highly Urban/ Urban;17/05/2022;complet;dev_vip;+ 500€
moniteur-éducateur;M;1975;10305641687;FAUX;FAUX;60 - 80K;0 - 0K;Commercial;Van;5;;Highly Urban/ Urban;30/05/2022;complet;dev_express;200 - 300€
conservateur du patrimoine;M;2017;19282409028;FAUX;FAUX;20 - 40K;100 - 200K;Private;Sports Car;3;1.0;Highly Urban/ Urban;25/01/2022;complet;dev_premium;400 - 500€
gestionnaire de contrats d'assurance;M;1942;6799622206;FAUX;FAUX;20 - 40K;100 - 200K;Private;Minivan;2;1.0;z_Highly Rural/ Rural;12/04/2022;incomplet;dev_express;200 - 300€
palefrenier;F;1956;14743466989;FAUX;FAUX;+ 80K;300 - 400K;Private;Sports Car;0;7.0;z_Highly Rural/ Rural;30/01/2022;complet;dev_integral;300 - 400€
chef de publicité;F;2018;27247240819;FAUX;FAUX;Inconnu;0 - 0K;Commercial;Panel Truck;3;8.0;Highly Urban/ Urban;02/03/2022;incomplet;dev_express;200 - 300€
projectionniste;F;2001;4015939371;VRAI;VRAI;+ 80K;300 - 400K;Commercial;Panel Truck;3;;Highly Urban/ Urban;29/01/2022;incomplet;dev_integral;300 - 400€
peintre en bâtiment;F;1995;51005816948;FAUX;FAUX;40 - 60K;100 - 200K;Commercial;Panel Truck;1;1.0;Highly Urban/ Urban;04/01/2022;complet;dev_premium;400 - 500€
responsable d'élevage agricole;M;2012;37754195403;FAUX;VRAI;40 - 60K;200 - 300K;Commercial;Pickup;6;15.0;Highly Urban/ Urban;21/01/2022;incomplet;dev_express;200 - 300€
installateur en télécoms;F;1972;50286589956;FAUX;FAUX;+ 80K;400 - 500K;Private;z_SUV;0;15.0;Highly Urban/ Urban;11/02/2022;complet;dev_integral;300 - 400€
maquettiste;F;1957;54444064663;FAUX;VRAI;40 - 60K;200 - 300K;Private;Sports Car;3;7.0;Highly Urban/ Urban;07/04/2022;complet;dev_premium;300 - 400€
conseiller en fusions-acquisitions;F;1969;23897184180;FAUX;VRAI;40 - 60K;0 - 0K;Private;Minivan;4;17.0;Highly Urban/ Urban;09/02/2022;complet;dev_express;200 - 300€
responsable de projets culturels;M;1939;40889756657;FAUX;FAUX;+ 80K;300 - 400K;Commercial;Panel Truck;2;13.0;Highly Urban/ Urban;27/04/2022;complet;dev_express;200 - 300€
chirurgien-dentiste;F;1974;2211197929;FAUX;VRAI;20 - 40K;100 - 200K;Private;z_SUV;0;4.0;Highly Urban/ Urban;25/05/2022;complet;dev_integral;300 - 400€
horloger;F;1957;42660061451;FAUX;FAUX;20 - 40K;100 - 200K;Commercial;Minivan;0;;z_Highly Rural/ Rural;10/02/2022;complet;dev_express;200 - 300€
rudologue;M;2008;7038804312;FAUX;FAUX;40 - 60K;0 - 100K;Private;Sports Car;9;8.0;Highly Urban/ Urban;14/03/2022;complet;dev_express;200 - 300€
conducteur de machine onduleuse;M;1951;56299148209;FAUX;FAUX;60 - 80K;200 - 300K;Commercial;Pickup;4;7.0;Highly Urban/ Urban;11/05/2022;complet;dev_integral;300 - 400€
toiletteur d'animaux;M;1960;53953675956;VRAI;VRAI;40 - 60K;100 - 200K;Commercial;Minivan;0;1.0;Highly Urban/ Urban;09/04/2022;complet;dev_premium;400 - 500€
ingénieur essais;F;1946;51028825119;FAUX;FAUX;40 - 60K;200 - 300K;Commercial;z_SUV;2;14.0;z_Highly Rural/ Rural;14/04/2022;complet;dev_premium;+ 500€
officier de la Marine nationale;M;1940;6825529342;FAUX;VRAI;20 - 40K;100 - 200K;Private;Sports Car;3;7.0;Highly Urban/ Urban;18/04/2022;complet;dev_express;200 - 300€
contrôleur technique automobile;M;1972;9520253216;FAUX;FAUX;40 - 60K;0 - 0K;Commercial;Minivan;0;1.0;Highly Urban/ Urban;23/03/2022;complet;dev_express;200 - 300€
technicien plasturgiste;M;1941;54922176768;FAUX;FAUX;60 - 80K;Inconnu;Commercial;Minivan;6;;Highly Urban/ Urban;09/05/2022;complet;dev_integral;300 - 400€
vendeur-conseil en matériel agricole;M;1964;17084124134;FAUX;FAUX;20 - 40K;0 - 0K;Private;Minivan;0;12.0;z_Highly Rural/ Rural;04/02/2022;complet;dev_express;200 - 300€
officier marinier marinière;F;1968;40205146676;FAUX;FAUX;+ 80K;0 - 0K;Commercial;Van;6;14.0;Highly Urban/ Urban;24/03/2022;incomplet;dev_integral;300 - 400€
vendeur-magasinier en fournitures automobiles;M;1961;42025827440;VRAI;VRAI;20 - 40K;100 - 200K;Commercial;Panel Truck;1;8.0;Highly Urban/ Urban;19/04/2022;complet;dev_premium;+ 500€
magasinier cariste;F;1985;20948169834;FAUX;FAUX;+ 80K;200 - 300K;Private;z_SUV;3;8.0;Highly Urban/ Urban;20/03/2022;incomplet;dev_express;200 - 300€
architecte des systèmes d'information;F;1971;6135761758;FAUX;VRAI;20 - 40K;100 - 200K;Private;z_SUV;0;5.0;z_Highly Rural/ Rural;03/04/2022;complet;dev_integral;300 - 400€
agent général générale d'assurances;F;1968;43381250547;FAUX;FAUX;+ 80K;200 - 300K;Private;Minivan;7;7.0;Highly Urban/ Urban;16/03/2022;incomplet;dev_integral;300 - 400€
data manager;F;2004;58043560499;VRAI;VRAI;40 - 60K;100 - 200K;Private;Minivan;1;8.0;z_Highly Rural/ Rural;18/01/2022;complet;dev_integral;200 - 300€
greffier;F;1974;26555753916;FAUX;FAUX;+ 80K;300 - 400K;Commercial;Panel Truck;1;16.0;Highly Urban/ Urban;23/03/2022;complet;dev_express;200 - 300€
staffeur-ornemaniste;F;1960;14746141341;FAUX;FAUX;40 - 60K;0 - 0K;Private;z_SUV;1;;Highly Urban/ Urban;02/05/2022;complet;dev_integral;200 - 300€
maquettiste;F;1973;44293173368;FAUX;FAUX;40 - 60K;200 - 300K;Commercial;Van;1;5.0;Highly Urban/ Urban;19/01/2022;complet;dev_express;200 - 300€
animateur d'activités physiques et sportives pour tous;M;1966;572145892;FAUX;VRAI;40 - 60K;100 - 200K;Commercial;Van;5;;Highly Urban/ Urban;15/02/2022;complet;dev_integral;200 - 300€
artiste de cirque;M;1959;34423040122;FAUX;FAUX;+ 80K;300 - 400K;Private;z_SUV;0;13.0;Highly Urban/ Urban;03/01/2022;complet;dev_premium;+ 500€
géotechnicien;F;1970;49278055225;FAUX;VRAI;20 - 40K;100 - 200K;Private;Pickup;2;6.0;Highly Urban/ Urban;27/03/2022;complet;dev_express;200 - 300€
médiateur scientifique;M;1932;13302191743;FAUX;FAUX;60 - 80K;200 - 300K;Commercial;z_SUV;6;7.0;Highly Urban/ Urban;14/05/2022;incomplet;dev_express;200 - 300€
pilote d'hélicoptère;F;2017;34735770212;FAUX;FAUX;60 - 80K;0 - 0K;Private;z_SUV;8;19.0;Highly Urban/ Urban;02/04/2022;complet;dev_premium;400 - 500€
technicien des industries du verre;M;1950;22647383227;FAUX;FAUX;+ 80K;300 - 400K;Commercial;z_SUV;0;10.0;Highly Urban/ Urban;20/04/2022;incomplet;dev_express;200 - 300€
électromécanicien;M;1960;41474719178;FAUX;FAUX;20 - 40K;0 - 100K;Private;Sports Car;0;1.0;Highly Urban/ Urban;30/04/2022;complet;dev_premium;+ 500€
souffleur de verre;M;1953;1318093217;VRAI;VRAI;20 - 40K;100 - 200K;Private;Minivan;1;1.0;z_Highly Rural/ Rural;07/04/2022;complet;dev_integral;300 - 400€
assistant de service social;M;1950;21268136097;FAUX;VRAI;+ 80K;200 - 300K;Private;Sports Car;0;16.0;Highly Urban/ Urban;22/01/2022;complet;dev_integral;300 - 400€
inspecteur de banque;M;1955;2106260883;VRAI;VRAI;Inconnu;100 - 200K;Commercial;Pickup;0;18.0;z_Highly Rural/ Rural;07/05/2022;complet;dev_integral;300 - 400€
garde (chasse, pêche, littoral, rivière, parcs nationaux);F;1993;5235928450;FAUX;FAUX;60 - 80K;200 - 300K;Private;z_SUV;4;3.0;Highly Urban/ Urban;07/01/2022;complet;dev_premium;+ 500€
chargé de recherche en recrutement;F;2019;27925761764;FAUX;VRAI;+ 80K;300 - 400K;Commercial;z_SUV;5;5.0;Highly Urban/ Urban;05/01/2022;complet;dev_integral;300 - 400€
conducteur opérateur opératrice de scierie;F;1940;11792037065;FAUX;FAUX;20 - 40K;100 - 200K;Commercial;Minivan;0;1.0;Highly Urban/ Urban;13/05/2022;complet;dev_integral;300 - 400€
chef des ventes;M;1968;49108136700;FAUX;FAUX;+ 80K;300 - 400K;Private;Minivan;4;10.0;Highly Urban/ Urban;11/05/2022;complet;dev_express;200 - 300€
conducteur de bus ou d'autocar;F;1958;11352014770;FAUX;FAUX;20 - 40K;0 - 0K;Private;z_SUV;3;9.0;Highly Urban/ Urban;29/03/2022;complet;dev_integral;300 - 400€
anatomiste;M;1997;52697537400;FAUX;VRAI;20 - 40K;100 - 200K;Private;z_SUV;0;3.0;z_Highly Rural/ Rural;12/02/2022;complet;dev_premium;400 - 500€
conseiller en assurances;F;1954;2197564976;FAUX;FAUX;0 - 20K;0 - 0K;Private;Minivan;0;1.0;Highly Urban/ Urban;18/03/2022;complet;dev_premium;300 - 400€
ingénieur concepteur conceptrice en mécanique;F;1941;26289369860;FAUX;FAUX;20 - 40K;100 - 200K;Private;Pickup;5;1.0;Highly Urban/ Urban;25/01/2022;complet;dev_express;200 - 300€
statisticien;F;1997;38266094743;FAUX;FAUX;40 - 60K;100 - 200K;Private;z_SUV;3;;Highly Urban/ Urban;11/05/2022;complet;dev_express;200 - 300€
actuaire;F;1954;5339007763;FAUX;VRAI;+ 80K;300 - 400K;Private;Pickup;0;17.0;Highly Urban/ Urban;13/01/2022;incomplet;dev_express;200 - 300€
ingénieur gaz;M;2020;499586984;VRAI;VRAI;60 - 80K;200 - 300K;Private;Minivan;0;7.0;Highly Urban/ Urban;04/05/2022;complet;dev_express;200 - 300€
traducteur-interprète;F;1992;17025108617;FAUX;FAUX;60 - 80K;200 - 300K;Private;Minivan;3;;Highly Urban/ Urban;22/01/2022;complet;dev_express;200 - 300€
